Symbol,Issue_Name,Primary_Listing_Mkt
PGENY,Pigeon Corporation Unsponsored American Depository Receipt (Japan),U
PGEZF,GROUP TEN METALS INC  Common Shares,U
PGF,Invesco Financial Preferred ETF,ARCA
PGFY,Pingify International Inc Common Stock,U
PGGCY,PIAGGIO & C S P A American Depositary Receipts - Unsponsored (Italy),U
PGGG,"Pegasus Gaming, Corp. Common Stock",U
PGHY,Invesco Global Short Term High Yield Bond ETF,ARCA
PGID,"Peregrine Industries, Inc. Common Stock",U
PGIE,"PGI Energy, Inc. Common Stock",U
PGINF,Prestige International Inc Tokyo Ordinary Shares (Japan),U
PGJ,Invesco Exchange-Traded Fund Trust Invesco Golden Dragon China ETF,NASDAQ
PGLO,"Pan Global, Corp. Common Stock",U
PGM,iPath Series B Bloomberg Platinum Subindex Total ReturnSM ETN,ARCA
PGMFF,"Barclays Bk PLC iPath Dow Jones-UBS Platinum Subindex Total Return ETN due June 24, 2038 (United Kingdom)",U
PGNE,Primegen Energy Corporation Common Stock,U
PGNN,"Paragon Financial Solutions, Inc. (TN) Common Stock",U
PGNRF,"Pan Global Resource, Inc. Ordinary Shares (Canada)",U
PGNT,"Paragon Technologies, Inc. Common Stock",U
PGNY,"Progyny, Inc. Common Stock",NASDAQ
PGNYF,Ansila Energy NL Ordinary Shares,U
PGOG,"PERF Go-Green Holdings, Inc. Common Stock",U
PGOL,Patriot Gold Corporation Common Stock,U
PGP,PIMCO Global StockPLUS & Income Fund,NYSE
PGPEF,Publicis Groupe ACT,U
PGPHF,Partners Group Holding Zug Namen-Akt Shares (Switzerland),U
PGPKY,PGE Polska Energetyczna SA Unsponsored American Depository Receipt (Poland),U
PGPM,Pilgrim Petroleum Corporation Common Stock,U
PGPXF,Petrocorp Group Inc Common (Canada),U
PGQWF,1-PAGE LTD Ordinary Shares (Australia),U
PGR,Progressive Corporation,NYSE
PGRCF,PHOENIX GOLD RESOURCES  Common Shares,U
PGRE,"PARAMOUNT GROUP, INC.",NYSE
PGRO,Putnam Focused Large Cap Growth ETF,ARCA
PGRW,Progress Acquisition Corp. Class A Common Stock,NASDAQ
PGRWU,Progress Acquisition Corp. Units,NASDAQ
PGRWW,Progress Acquisition Corp. Warrant,NASDAQ
PGSC,"Progressive Green Solutions, Inc. NEW Common Stock",U
PGSVY,PGS ASA American Depositary Receipts - Sponsored,U
PGSWF,"PGS SOFTWARE SA, WROCLAW Shs (Poland)",U
PGTI,"PGT, Inc.",NYSE
PGTK,Pacific Green Technologies Inc. NEW Common Stock,U
PGTRF,Pegatron Corp. Ordinary Shares (Taiwan),U
PGUCY,Prosegur Cash S.A. American Depositary Receipts - Unsponsored (Spain),U
PGUUF,Prosegur Cash (Spain),U
PGUZ,Pegasus Pharmaceuticals Inc Common Stock,U
PGVI,"Promithian Global Ventures, Inc. Common Stock",U
PGWFF,PGG Wrightson Ltd Ordinary Shares,U
PGX,Invesco Preferred ETF,ARCA
PGXFF,PROSPER GOLD CORP Ordinary Shares,U
PGXPF,Pelangio Exploration Inc Common Shares,U
PGYC,Patriot Energy Corp. (DE) Common Stock,U
PGYOF,PANORA GAYRIMENKUL YATIRIM ORTAKLIGI A S COMMON STOCK (Turkey),U
PGZ,PRINCIPAL REAL ESTATE INCOME FUND,NYSE
PH,Parker-Hannifin Corporation,NYSE
PHAR,"Pharming Group N.V. ADS, each representing 10 ordinary shares",NASDAQ
PHAS,"PhaseBio Pharmaceuticals, Inc. Common Stock",NASDAQ
PHAT,"Phathom Pharmaceuticals, Inc. Common Stock",NASDAQ
PHB,Invesco Fundamental High Yield Corporate Bond ETF,ARCA
PHBBF,PHARMARON BEIJING CO LTD Ordinary Shares (China),U
PHBI,Pharmagreen Biotech Inc. Common Stock,U
PHBR,"PhoneBrasil International, Inc. Common Stock",U
PHCF,"Puhui Wealth Investment Management Co., Ltd. Ordinary Shares",NASDAQ
PHCG,"Pure Harvest Corporate Group, Inc. Common Stock",U
PHCUF,Photocure Asa Ordinary Shares,U
PHD,"Pioneer Floating Rate Fund, Inc.",NYSE
PHDG,Invesco S&P 500 Downside Hedged ETF,ARCA
PHDVF,Prince Housing Development Corp Ordinary Shares (Taiwan),U
PHDWY,"PT Ace Hardware Indonesia, TBK American Depositary Receipts - Unsponsored",U
PHEC,PHILLIPS EDISON & CO INC Common Stock,U
PHG,KONINKLIJKE PHILIPS  N.V.,NYSE
PHGD,Phil Good Prods Inc Common Stock,U
PHGE,BiomX Inc.,AMEX
PHGE U,BiomX Inc. Units each consisting of one share of common stock and one Warrant entitling the holder t,AMEX
PHGE WS,BiomX Inc. Warrants to purchase one-half of a share of Common Stock,AMEX
PHGPY,Pets at Home Group PLC Unsponsored American Depository Receipt (United Kingdom),U
PHGUF,Pharming Group Nv Leiden Ordinary Shares,U
PHI,PLDT Inc.,NYSE
PHIC,"Population Health Investment Co., Inc. Class A Ordinary Share",NASDAQ
PHICU,"Population Health Investment Co., Inc. Unit",NASDAQ
PHICW,"Population Health Investment Co., Inc. Warrant",NASDAQ
PHIG,"PHI Group, Inc New Common Stock",U
PHIGW,"PHI Group, Inc Creditor Warrant Exp 12/31/2044",U
PHIL,"PHI GROUP, INC. Common Stock",U
PHIO,Phio Pharmaceuticals Corp. Common Stock,NASDAQ
PHIOW,Phio Pharmaceuticals Corp. Warrants expiring 12/21/2021,NASDAQ
PHIXF,Phillippine Metals Inc. Ordinary Shares (Canada),U
PHJMF,Pt Hanjaya Mandala Sampoerma TBK International Depositary Receipts,U
PHK,PIMCO High Income Fund,NYSE
PHKIF,Poly Ppty Group Co Ltd Ordinary Shares (Hong Kong),U
PHLI,"PacificHealth Laboratories, Inc. Common Stock",U
PHM,"Pultegroup, Inc.",NYSE
PHMB,"PharmaCom BioVet, Inc. Common Stock",U
PHMMF,PHARMA MAR SA Ordinary Shares,U
PHO,Invesco Exchange-Traded Fund Trust Invesco Water Resources ETF,NASDAQ
PHOJY,Phosagro PJSC Global Depositary Receipts - Sponsored,U
PHOS,Phosphate Holdings Inc Common shares,U
PHOT,Growlife Inc. Common Stock,U
PHPMF,PHILIP MORRIS CR AS Ordinary Shares (Czech Republic),U
PHPPY,Signify N.V. American Depositary Receipts - Unsponsored,U
PHPRF,Primary Health Properties Plc Ordinary Shares (United Kingdom),U
PHPYF,PUSHPAY HLDGS LTD  Ordinary Shares,U
PHR,"Phreesia, Inc.",NYSE
PHRRF,PHARMATHER HLDGS LTD Common Stock,U
PHRX,"Pharmagen, Inc. Common Stock",U
PHRZF,PHAROL SGPS SA Ordinary Shares (Portugal),U
PHSL,"Penthouse International, Inc. Common Stock",U
PHT,"Pioneer High Income Fund, Inc.",NYSE
PHTCF,PLDT Inc. Ordinary Shares,U
PHUN,"Phunware, Inc. Common Stock",NASDAQ
PHUNW,"Phunware, Inc. Warrants",NASDAQ
PHURF,Poh Huat Resources Holdings Bhd Ordinary Shares (Malaysia),U
PHVS,Pharvaris N.V. Ordinary Shares,NASDAQ
PHWBF,PHILWEB CORP SHS PAR PHP/1 (Phillippines),U
PHX,PHX Minerals Inc.,NYSE
PHXCF,Phoenix Canada Oil Co Ltd Ordinary Shares,U
PHXHF,PHX Energy Services Corp. Ordinary Shares (Canada),U
PHYL,PGIM Active High Yield Bond ETF,ARCA
PHYMF,ISHARES PHYSICAL METALS PLC PHYSICAL GOLD USD PERP Foreign Exchange Traded Fund   12/12/2025,U
PHYOF,IXICO PLC Ordinary Shares,U
PHYS,Sprott Physical Gold Trust,ARCA
PI,"Impinj, Inc. Common Stock",NASDAQ
PIAC,Princeton Capital Corporation Common Stock,U
PIAGF,Piaggio & C Spa Pontedera Ordinary Shares (Italy),U
PIAHY,Ping An Healthcare & Technology Co Ltd American Depositary Shares - Unsponsored,U
PIAI,Prime Impact Acquisition I,NYSE
PIAI U,"Prime Impact Acquisition I Units, each consisting of one Class A ordinary share, and one-third of a",NYSE
PIAI WS,"Prime Impact Acquisition I Warrants, each whole warrant exercisable for one Class A ordinary share a",NYSE
PIAIF,Ping An Insurance Co Ltd Shares H (China),U
PICB,Invesco International Corporate Bond ETF,ARCA
PICC,Pivotal Investment Corporation III,NYSE
PICC U,"Pivotal Investment Corporation III Units, each consisting of one share of Class A common stock and o",NYSE
PICC WS,"Pivotal Investment Corporation III Redeemable Warrants, each whole warrant exercisable for shares of",NYSE
PICK,iShares MSCI Global Metals & Mining Producers ETF,BATS
PID,Invesco Exchange-Traded Fund Trust Invesco International Dividend Achievers ETF,NASDAQ
PIE,Invesco Exchange-Traded Fund Trust II Invesco DWA Emerging Markets Momentum ETF,NASDAQ
PIEJF,ROTHSCHILD & CO SCA Ordinary Shares,U
PIFFY,PT Indofood CBP Sukses Makmur TBK Unsponsored ADR (Indonesia),U
PIFI,ClearShares Piton Intermediate Fixed Income ETF,ARCA
PIFLF,Premier Farnell Pfd Ord Ordinary Shares,U
PIFMF,PT Indofood Sukses Makmur TBK Ordinary Shares,U
PIFMY,PT Indofood Sukses Makmur TBK Unsponsored ADR (Indonesia),U
PIFR,Premier Information Management Inc Common Stock,U
PIFYF,Pine Cliff Energy Limited Common Stock (Canada),U
PIGEF,Pigeon Corp Ordinary Shares,U
PIHLF,PIHLAJALINNA OY Ordinary Shares (Finland),U
PIHN,"Polaris International Holdings, Inc.  Common Stock",U
PII,Polaris Inc.,NYSE
PIKL,Piksel Inc Class A-2 Common Stock,U
PIKQF,Pt Indah Kiat Pulp & Paper Corp Ordinary Shares,U
PILBF,PILBARA MINERALS LTD Ordinary Shares (Australia),U
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,ARCA
PIM,Putnam Master Intermediate Income Trust,NYSE
PIN,Invesco India ETF,ARCA
PINC,"Premier, Inc. Class A Common Stock",NASDAQ
PINE,"Alpine Income Property Trust, Inc",NYSE
PING,Ping Identity Holding Corp.,NYSE
PINS,"Pinterest, Inc. Class A Common Stock",NYSE
PINVF,Pinnacle Invt Mgmt Group Ltd Common Shares (Australia),U
PINXF,Peoples Insurance Co Group of China Ltd. Ordinary Shares (China),U
PINXY,Peoples Insurance Company Group China Ltd Unsponsored ADR (China),U
PIO,Invesco Exchange-Traded Fund Trust II Invesco Global Water ETF,NASDAQ
PIOE,"P10 Holdings, Inc. Common Stock",U
PIONF,ESSENTIAL METALS LTD Ordinary Shares,U
PIPI,Premier Investment Properties Inc. Common Stock,U
PIPP,Pine Island Acquisition Corp.,NYSE
PIPP U,"Pine Island Acquisition Corp. Units, each consisting of one share of Class A common stock and one-th",NYSE
PIPP WS,"Pine Island Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one share of C",NYSE
PIPR,Piper Sandler Companies,NYSE
PIRS,"Pieris Pharmaceuticals, Inc. Common Stock",NASDAQ
PITAF,Poste Italiane SPAQ Azioni Ordinaire Senza Valore (Italy),U
PITPF,Pt Indocement Tunggal Prakasa Ordinary Shares,U
PITPY,Pt Indocement Tunggal Prakasa Unsponsored ADR (Indonesia),U
PIUTQ,Paiute Oil & Mining Corporation Common Stock,U
PIXY,"ShiftPixy, Inc. Common Stock",NASDAQ
PIZ,Invesco Exchange-Traded Fund Trust II Invesco DWA Developed Markets Momentum ETF,NASDAQ
PJAN,Innovator S&P 500 Power Buffer ETF - January,BATS
PJET,"Priority Aviation, Inc. Common Stock",U
PJP,Invesco Dynamic Pharmaceuticals ETF,ARCA
PJT,PJT Partners Inc.,NYSE
PJUL,Innovator S&P 500 Power Buffer ETF - July,BATS
PJUN,Innovator S&P 500 Power Buffer ETF - June,BATS
PJXRF,PJX Res Inc Common Shares (Canada),U
PK,Park Hotels & Resorts Inc. Common Stock,NYSE
PKANF,SIMPLY BETTER BRANDS CORP Common Shares,U
PKB,Invesco Dynamic Building & Construction ETF,ARCA
PKBAF,Pt Bakrie & Brothers Tbk Shares Series A (Indonesia),U
PKBK,"Parke Bancorp, Inc. Common Stock",NASDAQ
PKCOF,Park 24 Corp Ordinary Shares,U
PKCOY,Park 24 Co Ltd Sponsored ADR (Japan),U
PKCPF,PT AKR Corporindo Tbk Ordinary Shares (Indonesia),U
PKCPY,PT AKR Corporindo Tbk ADR (Indonesia),U
PKDC,PARKER DRILLING CO Common Stock,U
PKDCW,PARKER DRILLING CO Warrant   09/25/2024,U
PKE,Park Aerospace Corp. Common Stock,NYSE
PKG,Packaging Corp of America,NYSE
PKI,"PerkinElmer, Inc.",NYSE
PKIN,Pekin Life Insurance Company Common Stock,U
PKIUF,PARKLAND CORP Common Shares,U
PKKFF,PEAK FINTECH GROUP INC Ordinary Shares,U
PKKW,Parkway Acquisition Corp Common Stock,U
PKLBF,"Perk Labs, Inc. Ordinary Shares",U
PKMS,"Peckham Industries, Inc. New Common Stock",U
PKNHF,Puncak Niaga Hldgs Bhd Ordinary Shares (Malaysia),U
PKNOF,Proteak Uno Sapib De Cv Common Stock (Mexico),U
PKNPF,PT BANK NISP TBK SHS (Indonesia),U
PKO,Pimco Income Opportunity Fund,NYSE
PKOH,Park-Ohio Holdings Corp. Common Stock,NASDAQ
PKPH,"Peak Pharmaceuticals, Inc. Common Stock",U
PKPYY,Pick N Pay Stores Ltd Unsponsored ADR (South Africa),U
PKREF,Peak Resources Ltd SHS (Australia),U
PKRKY,PT Krakatau Steel Persero TBK Unsponsored ADR (Indonesia),U
PKRSF,PT Kresna Graha Securindo TBK Jakarta Ordinary Shares (Indonesia),U
PKSGY,Parkson Retail Group Limited Unsponsored ADR (Cayman Islands),U
PKSSF,PARKSON HOLDINGS BHD SHS (Malaysia),U
PKSVF,Bank Polska Kasa Opieki SA Reg S GDR (Poland),U
PKTBF,PT BANK TABUNGAN NEGARA SHS (Indonesia),U
PKTEF,"Parkit Enterprise, Inc. Ordinary Shares (Canada)",U
PKTX,"ProtoKinetix, Inc. Common Stock",U
PKW,Invesco Exchange-Traded Fund Trust Invesco BuyBack Achievers ETF,NASDAQ
PKWY,Parkway Bank Common Stock,U
PKX,POSCO,NYSE
PKXFF,POSCO Ordinary Shares (South Korea),U
PLAB,"Photronics, Inc. Common Stock",NASDAQ
PLAG,Planet Green Holdings Corp.,AMEX
PLAN,"Anaplan, Inc.",NYSE
PLAT,WisdomTree Growth Leaders Fund,ARCA
PLATF,Parmalat Spa Ordinary Shares (Italy),U
PLAY,"Dave & Buster's Entertainment, Inc. Common Stock",NASDAQ
PLAZF,Platzer Fastigheter Holding AB Ordinary Shares (Sweden),U
PLBC,Plumas Bancorp,NASDAQ
PLBN,Pilot Bancshares Inc Common Stock,U
PLBY,"PLBY Group, Inc. Common Stock",NASDAQ
PLCE,"Children's Place, Inc. (The) Common Stock",NASDAQ
PLCKF,PLURILOCK SEC INC Common Shares,U
PLCQF,Polar Capital Technology Trust plc Ordinary Shares,U
PLD,"PROLOGIS, INC.",NYSE
PLDGP,"ProLogis, Inc. Series Q Preferred Stock",U
PLDR,Putnam Sustainable Leaders ETF,ARCA
PLFF,Orpheum Property Inc. Common Stock,U
PLFRF,Palfinger AG Ordinary Shares (Austria),U
PLFRY,Palfinger AG Sponsored ADR (Austria),U
PLFX,Pulse Evolution Corporation. Common Stock,U
PLG,Platinum Group Metals LTD.,AMEX
PLGC,"Playlogic Entertainment, Inc. Common Stock",U
PLGNF,PLAYGON GAMES INC Common Shares,U
PLHCF,Plant Health Care Plc London Ordinary Shares (United Kingdom),U
PLHNF,Paul Hartmann AG Heidenheim An Der Brenz Ordinary Shares (Germany),U
PLIN,"China Xiangtai Food Co., Ltd. Ordinary Shares",NASDAQ
PLKT,Solar Gold Ltd. Common Stock,U
PLL,Piedmont Lithium Inc. Common Stock,NASDAQ
PLLDF,The Philodrill Corporation Ov Ordinary Shares,U
PLLHF,Gemfields Group Ltd Ordinary Shares,U
PLLIF,Pirelli & Co SPA Ordinary Shares (Italy),U
PLLMF,Plata Latina Minerals Corp Com (Canada),U
PLLTL,Piedmont Lithium Inc Chess Depositary Int 100:1,U
PLLVF,Palladon Ventures Ltd Ordinary Shares,U
PLLWF,Polarean Imaging Ltd Ordinary Shares (United Kingdom),U
PLM,PolyMet Mining Corp.,AMEX
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,NASDAQ
PLMIU,Plum Acquisition Corp. I Units,NASDAQ
PLMIW,Plum Acquisition Corp. I Warrant,NASDAQ
PLMNF,Palamina Corp Ordinary Shares (Canada),U
PLMR,"Palomar Holdings, Inc. Common stock",NASDAQ
PLNBF,Plan B Media Pub Co Ltd Foreign Registered Shares (Thailand),U
PLNE,"Planet Signal, Inc. Common Stock",U
PLNHF,Planet 13 Holdings Inc Common Stock,U
PLNT,"Planet Fitness, Inc.",NYSE
PLNTQ,"Proliance International, Inc. Common Stock",U
PLOW,"DOUGLAS DYNAMICS, INC.",NYSE
PLPC,Preformed Line Products Company Common Stock,NASDAQ
PLPHF,"POLETOWIN PITCREW HOLDINGS INC, TOKYO Ordinary Shares",U
PLPKF,PPK Group Ltd Ordinary Shares,U
PLPL,"Plandai Biotechnology, Inc. Common Stock",U
PLPRF,Plus Prods Inc Common Shares  (Canada),U
PLRG,Principal U.S. Large-Cap Adaptive Multi-Factor ETF,BATS
PLRRF,Polar Capital Holdings PLC London Ordinary Shares (United Kingdom),U
PLRTF,Plymouth Rock Technologies Inc Ordinary Shares,U
PLRX,"Pliant Therapeutics, Inc. Common Stock",NASDAQ
PLSDF,Pulse Seismic Inc Ordinary Shares,U
PLSE,"Pulse Biosciences, Inc Common Stock (DE)",NASDAQ
PLSI,Phoenix Life Sciences International Ltd. Common Stock,U
PLSNF,PLASSON INDS LTD SHS Ordinary Shares,U
PLSQF,Plus500 Ltd. Ordinary Shares (Israel),U
PLTI,"Platcom, Inc. Common Stock",U
PLTK,Playtika Holding Corp. Common Stock,NASDAQ
PLTL,Principal U.S. Small-Cap Adaptive Multi-Factor ETF,BATS
PLTM,GraniteShares Platinum Shares,ARCA
PLTR,Palantir Technologies Inc. Class A Common Stock,NYSE
PLTT,"Pilot Therapeutics Holdings, Inc. Common Stock",U
PLTWF,PLANET 13 HLDGS INC WT EXP 02/02/2023 (Canada),U
PLTXF,PlantX Life Inc Common Shares (Canada),U
PLTYF,"Plastec Technologies, Ltd Ordinary Shares (Cayman Islands)",U
PLUG,"Plug Power, Inc. Common Stock",NASDAQ
PLUNF,Pt Lautan Luas Tbk Ordinary Shares,U
PLUS,ePlus inc. Common Stock,NASDAQ
PLW,Invesco Exchange-Traded Fund Trust II Invesco 1-30 Laddered Treasury ETF,NASDAQ
PLWN,Pinelawn Cemetery Common Stock,U
PLWY,"Peoplesway.Com, Inc. Common Stock",U
PLX,"Protalix BioTherapeutics, Inc. Common Stock",AMEX
PLXP,PLx Pharma Inc. Common Stock,NASDAQ
PLXRF,Plexure Group Ltd. Ordinary Shares (New Zealand),U
PLXS,Plexus Corp. Common Stock,NASDAQ
PLXXF,"Plexus Holdings PLC, London Ordinary Shares (United Kingdom)",U
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,NASDAQ
PLYFF,Playfair Mining Ltd Ordinary Shares,U
PLYM,"Plymouth Industrial REIT, Inc.",NYSE
PLYM PRA,Plymouth Industrial REIT Inc. 7.50 percent Series A Cumulative Redeemable Preferred Stock,AMEX
PLYN,Palayan Res Inc Common Stock,U
PLYR,Polymeric Resources Corp Common Stock,U
PLYZ,Plyzer Technologies Inc. Common Stock,U
PM,Philip Morris International Inc.,NYSE
PMAH,"PlasmaTech, Inc. Common Stock",U
PMAR,Innovator S&P 500 Power Buffer ETF - March,BATS
PMAUF,Premier Investments Ltd Ordinary Shares,U
PMAY,Innovator S&P 500 Power Buffer ETF - May,BATS
PMBC,Pacific Mercantile Bancorp Common Stock,NASDAQ
PMBPF,Pembina Pipeline Corporation Reduced Rate Reset Preferred Class A Series 7 (Canada),U
PMBY,POSTD Merchant Banque Common Stock,U
PMCB,"PharmaCyte Biotech, Inc.  Common Stock",U
PMCCF,Peloton Minerals Corporation Common Shares,U
PMCUF,Pro Medicus Ltd Ordinary Shares (Australia),U
PMD,Psychemedics Corporation,NASDAQ
PMDKF,Pt Mitra Adiperkasa Tbk Ordinary Shares (Indonesia),U
PMDKY,Pt Mitra Adiperkasa Tbk Sponsored ADR (Indonesia),U
PMDL,"Pace Medical, Inc. Common Stock",U
PMDP,"Plateau Mineral Development, Inc. Common Stock",U
PMDRF,Prime Meridian Res Corp Co New (Canada),U
PME,Pingtan Marine Enterprise Ltd.,NASDAQ
PMEA,P.M.& E INC Common Stock,U
PMEDF,Predictmedix Inc.  Ordinary Shares,U
PMEHF,Primeline Energy Holdings Inc Ordinary Shares,U
PMF,PIMCO MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTERST,NYSE
PMFIF,PIMCO ETFS PLC Exchange Traded Fund,U
PMFXF,PIMCO ETFS PLC Exchange Traded Fund,U
PMGM,Priveterra Acquisition Corp. Class A Common Stock,NASDAQ
PMGMF,PLAY MAGNUS AS Ordinary Shares (Norway),U
PMGMU,Priveterra Acquisition Corp. Units,NASDAQ
PMGMW,Priveterra Acquisition Corp. Warrant,NASDAQ
PMGYF,Perpetual Energy Inc. Common Shares,U
PMHG,Prime Meridian Holding Co Common Shares,U
PMIR,"PMI Group, Inc. (The) Com New",U
PMKY,Pinkmonkey . Com Inc Common Stock,U
PML,PIMCO MUNICIPAL INCOME FUND II COMMON SHARES OF BENEFICIAL INT.,NYSE
PMM,Putnam Managed Municipal Income,NYSE
PMMAF,Puma Ag Rudolf Dassler Sport Ordinary Shares,U
PMMBF,Pembina Pipeline Corp Cum Redeemable Minimum Rate Reset Cl A Pfd Shs Ser 21 (Canada),U
PMMCF,PAMPA METALS CORP Common Shares,U
PMMDF,PIMCO ETFS PLC Exchange Traded Fund,U
PMMEF,Premium Expl Inc Common Shares (Canada),U
PMMTF,Precious Metals & Mng TR TR Unit (Canada),U
PMNXF,Perseus Mining Ltd Ordinary Shares (Austrailia),U
PMO,Putnam Municipal Opportunities Trust,NYSE
PMOIF,HARBOUR ENERGY PLC Ordinary Shares,U
PMOZ,"PrismOne Group, Inc. Common Stock",U
PMPG,"Premier Products Group, Inc. Common Stock",U
PMRTY,Pop Mart International Group Limited American Depositary Receipts - Unsponsored (Cayman Islands),U
PMSNF,Proteome Sciences Plc Ordinary Shares,U
PMSO,Primal Solutions Inc New Common Stock,U
PMT,PennyMac Mortgage Investment Trust,NYSE
PMT PRA,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Pref,NYSE
PMT PRB,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Prefe,NYSE
PMTRF,Precious Metals Bullion Trust Units (Canada),U
PMTS,CPI Card Group Inc Common Stock,U
PMTYF,Playmates Toys Ltd Ordinary shares (Bermuda),U
PMVC,PMV Consumer Acquisition Corp.,NYSE
PMVC U,"PMV Consumer Acquisition Corp. Units, each consisting of one share of Class A common stock and one-h",NYSE
PMVC WS,"PMV Consumer Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one share of",NYSE
PMVP,"PMV Pharmaceuticals, Inc. Common Stock",NASDAQ
PMX,PIMCO Municipal Income Fund III,NYSE
PMXSF,Pharmaxis Ltd Ordinary Shares (Australia),U
PMXX,Primix Corp Common Stock,U
PMYLF,Boab Metals Ltd Ordinary Shares,U
PNADF,Petronas Dagangan Ordinary Shares,U
PNAGF,PETRONAS GAS BHD,U
PNAT,"Pura Naturals, Inc. Common Stock",U
PNBC,"Princeton National Bancorp, Inc. Common Stock",U
PNBI,Pioneer Bankshares Inc Common Stock,U
PNBK,Patriot National Bancorp Inc. Common Stock,NASDAQ
PNC,PNC Financial Services Group,NYSE
PNC PRP,"THE PNC FINANCIAL SERVICES GROUP, INC.",NYSE
PNCFO,"PNC Financial Services Group Inc $1.80 Cumulative Convertible Preferred Stock, Series B",U
PNCKF,GALLEON GOLD CORP Common Shares,U
PNDDF,Pender Growth Fd Inc Ordinary Shares (Canada),U
PNDFF,PT INDOFOOD CBP SUKSES MAKMUR TBK Ordinary Shares (Indonesia),U
PNDHF,Pond Technologies Hldgs Inc Ordinary Shares,U
PNDLF,Pendal Group Ltd Ordinary Shares (Australia),U
PNDZF,Pandora A/S Ordinary Shares (Denmark),U
PNENY,Petron Corporation Unsponsored ADR (Philippines),U
PNEXF,Pharnext Ordinary Shares (France),U
PNF,PIMCO NEW YORK MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,NYSE
PNFP,"Pinnacle Financial Partners, Inc. Common Stock",NASDAQ
PNFPP,"Pinnacle Financial Partners, Inc. Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ
PNFTF,"Petroneft Resources Plc, Dublin Ordinary Shares (Ireland)",U
PNGAY,Ping An Insurance (Group) Company of China Ltd Sponsored ADR (China),U
PNGB,Panglobal Brands Inc. Common Stock,U
PNGM,Pengram Corporation Common Stock,U
PNGZF,Paringa Resources Limited  Ordinary Shares (Australia),U
PNHT,Panamera Healthcare Corp Common Stock,U
PNI,PIMCO NEW YORK MUNICIPAL INCOME FUND II COMMON SHARES OF BENEFICIAL INT.,NYSE
PNINF,Pininfarina SPA Torino Ordinary Shares (Italy),U
PNLT,"Paneltech International Holdings, Inc. Common Stock",U
PNM,"PNM Resources, Inc.",NYSE
PNMLF,"Jayden Resources, Inc. Ordinary Shares (Cayman Islands)",U
PNMXO,Public Service Company of New Mexico 4.58 Cumulative Preferred Stock,U
PNNB,Pinnacle Bank of Oregon (OR) Common Stock,U
PNNCU,Pinnacle Ethanol LLC Cap Unit Cl A,U
PNNEF,Pennine Pete Corp Ordinary Shares (Canada),U
PNNLF,Perennial International Ltd Ordinary Shares (Bermuda),U
PNNRF,GLOBAL WELLNESS STRATEGIES INC Ordinary Shares,U
PNNT,PennantPark Investment Corporation Common Stock,NASDAQ
PNNTG,PennantPark Investment Corporation 5.50% Notes Due 2024,NASDAQ
PNNX,"Pennexx Foods, Inc. Common Stock",U
PNOCF,Penta Ocean Construction Co Ordinary Shares (Japan),U
PNOV,Innovator S&P 500 Power Buffer ETF - November,BATS
PNPFF,Pinetree Capital Ltd Ordinary Shares,U
PNPL,"Pineapple Express, Inc. Common Stock",U
PNQI,Invesco Exchange-Traded Fund Trust Invesco Nasdaq Internet ETF,NASDAQ
PNR,Pentair plc,NYSE
PNRC,Premier Energy Corp. (FL) Common Stock,U
PNRG,PrimeEnergy Resources Corporation Common Stock,NASDAQ
PNRLY,PARINGA RES LTD American Depositary Receipts - Sponsored,U
PNRXF,Porto Energy Corp. Ordinary Shares (Canada),U
PNTG,"The Pennant Group, Inc. Common Stock",NASDAQ
PNTM,Pontem Corporation,NYSE
PNTM U,"Pontem Corporation Units, each consisting of one Class A ordinary share, and one-third of one redeem",NYSE
PNTM WS,"Pontem Corporation Warrants, each whole warrant exercisable for one Class A ordinary share at an exe",NYSE
PNTOF,Pantoro Ltd. Ordinary Shares (Australia),U
PNTZF,Trigon Metals Inc. Ordinary Shares,U
PNW,Pinnacle West Capital Corporation,NYSE
PNWDF,PNE AG Ordinary Shares,U
PNWRF,Valeura Energy Inc. Common Shares (Canada),U
PNXGF,Phoenix Group Hldgs Plc Ordinary Shares GBP0.10 (United Kingdom),U
PNXLF,Argentina Lithium & Energy Corp Common Shares,U
PNXMF,PNX METALS LTD Ordinary Shares,U
PNXPF,Planet Ventures Inc Common Shares,U
PNYTF,Poynt Corp. Ordinary Shares (Canada),U
POAHF,Porsche Automobil Holding SE Stuttgart Pref No VTG RTS,U
POAHY,Porsche Automobile Holding SE Unsponsored ADR (Germany),U
POAI,Predictive Oncology Inc. Common Stock,NASDAQ
POCEF,Photon Control Inc Common Shares (Canada),U
POCT,Innovator S&P 500 Power Buffer ETF - October,BATS
