Symbol,Issue_Name,Primary_Listing_Mkt
FCBBF,FINECOBANK BANCA FINECO SPA Ordinary Shares (Italy),U
FCBC,"First Community Bankshares, Inc. (VA) Common Stock",NASDAQ
FCBP,First Choice Bancorp Common Stock,NASDAQ
FCCN,Spectral Capital Corporations Common Stock,U
FCCO,First Community Corporation Common Stock,NASDAQ
FCCT,First Community Corporation (TN) Common Stock,U
FCCTO,First Community Corporation (TN) Preferred Series B,U
FCCTP,First Community Corporation (TN) Preferred Series A,U
FCCY,1st Constitution Bancorp (NJ) Common Stock,NASDAQ
FCEF,First Trust Exchange-Traded Fund VIII First Trust CEF Income Opportunity ETF,NASDAQ
FCEL,"FuelCell Energy, Inc. Common Stock",NASDAQ
FCELB,"FuelCell Energy, Inc. Preferred Series B",U
FCF,First Commonwealth Financial Corporation,NYSE
FCFS,"FirstCash, Inc. Common Stock",NASDAQ
FCG,First Trust Natural Gas ETF,ARCA
FCGD,First Colombia Gold Corp. Common Stock,U
FCGN,FCG Inc Common Stock,U
FCGY,Forecastagility Corporation Common Stock,U
FCHS,"First Choice Healthcare Solutions, Inc. (DE) . Common Stock",U
FCIC,"FCCC, Inc. Common Stock",U
FCIT,First Citrus Bancorporation Inc Common Stock,U
FCLOF,Firstwave Cloud Technology Ltd Ordinary Shares (Australia),U
FCMGF,Firm Capital Mortgage Investment Corp Ordinary Shares (Canada),U
FCN,"FTI Consulting, Inc.",NYSE
FCNCA,"First Citizens BancShares, Inc. Class A Common Stock",NASDAQ
FCNCB,"First Citizens BancShares, Inc. Common Stock, Class B",U
FCNCP,"First Citizens BancShares, Inc. Depositary Shares",NASDAQ
FCNE,"Four Corners, Inc. Common Stock",U
FCNSF,FUNAI SOKEN HLDGS INC Ordinary Shares,U
FCO,Aberdeen Global Income Fund Inc,AMEX
FCOB,"1st Colonial Bancorp, Inc. (PA) Common Stock",U
FCODF,Financiere De L Odet Sa Ordinary Shares (France),U
FCOM,Fidelity MSCI Communication Services Index ETF,ARCA
FCOR,Fidelity Corporate Bond ETF,ARCA
FCPB,First Capital Bancshares Inc. Common Stock,U
FCPI,Fidelity Stocks for Inflation ETF,BATS
FCPT,"Four Corners Property Trust, Inc.",NYSE
FCRD,"First Eagle Alternative Capital BDC, Inc. Common Stock",NASDAQ
FCREY,Fletcher Building Ltd Sponsored American Depository Receipt (New Zealand),U
FCRIF,FCR IMMOBILIEN AG NA O N Ordinary Shares,U
FCRM,Franklin Credit Mgmt Corp New Common Stock,U
FCRQF,Ichigo Office Reit Invt Corp Ordinary Shares (Japan),U
FCRW,"First Eagle Alternative Capital BDC, Inc. 6.125% Notes due 2023",NYSE
FCRX,"First Eagle Alternative Capital BDC, Inc. 5.00% Notes due 2026",NYSE
FCRZ,"First Eagle Alternative Capital BDC, Inc. 6.75% Notes due 2022",NYSE
FCSMF,"Focus Graphite, Inc. Ordinary Shares (Canada)",U
FCSUF,FOCUS MINERALS LTD Common Shares Australia (AU),U
FCT,First Trust Senior Floating Rate Income Fund II,NYSE
FCTI,"Fact, Inc. Common Stock",U
FCTR,First Trust Lunt U.S. Factor Rotation ETF,BATS
FCUUF,Fission Uranium Corporation Common Shares (Canada),U
FCUV,"Focus Universal, Inc. Common",U
FCVFF,"FCC Co., Ltd. Ordinary Shares (Japan)",U
FCVT,First Trust Exchange-Traded Fund IV First Trust SSI Strategic Convertible Securities ETF,NASDAQ
FCX,Freeport-McMoran Inc.,NYSE
FCXXF,First Cap Real Estate Investment Trust Unit (Canada),U
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",NASDAQ
FDBH,Founders Bay Holdings Common Stock,U
FDBL,"Friendable, Inc. Common Stock",U
FDCFF,Forum Energy Metals Corp Ordinary Shares,U
FDCHF,Funding Circle Hldgs Ltd Ordinary Shares  (United Kingdom),U
FDCT,FDCTech Inc Common Stock,U
FDD,First Trust STOXX European Select Dividend Income Fund,ARCA
FDDMF,Fdm Group Plc Brighton Ordinary Shares (United Kingdom),U
FDEC,FT Cboe Vest U.S. Equity Buffer ETF - December,BATS
FDEI,"Fidelis Energy, Inc. Common Stock",U
FDEM,Fidelity Emerging Markets Multifactor ETF,BATS
FDEU,First Trust Dynamic Europe Equity Income Fund,NYSE
FDEV,Fidelity International Multifactor ETF,BATS
FDFT,"Foodfest International 2000, Inc.  Common Stock",U
FDG,American Century Focused Dynamic Growth ETF,BATS
FDGKF,FDG KINETIC LTD SHS (Bermuda),U
FDGMF,SOUTHSTONE MINERALS LTD Common Shares,U
FDHC,Fidelity Holding Corp. (NEW) Common Stock,U
FDHY,Fidelity High Yield Factor ETF,ARCA
FDIAY,UnipolSai Assicurazioni Spa Ord Unsponsored ADR (Italy),U
FDIS,Fidelity MSCI Consumer Discretionary Index ETF,ARCA
FDIT,"Findit, Inc. Common Stock",U
FDIV,First Trust Exchange-Traded Fund IV First Trust Strategic Income ETF,NASDAQ
FDL,First Trust Morningstar Dividend Leaders Index Fund,ARCA
FDLB,Fidelity Federal Bancorp New Common Stock,U
FDLO,Fidelity Low Volatility Factor ETF,ARCA
FDLPF,FONDUL PROPRIETATEA S A SPONSORED GDR REG S Global Depositary Receipts,U
FDM,First Trust Dow Jones Select MicroCap Index Fund,ARCA
FDMDF,4DMEDICAL LTD Ordinary Shares (Australia),U
FDMF,"Freedom Energy Holdings, Inc. Common Stock",U
FDMO,Fidelity Momentum Factor ETF,ARCA
FDMQQ,Freedom Oil & Gas Ltd. Ordinary Shares,U
FDMSF,Fandom Sports Media Corp. Ordinary Shares,U
FDMT,"4D Molecular Therapeutics, Inc. Common Stock",NASDAQ
FDN,First Trust Dow Jones Internet Index Fund ETF,ARCA
FDNI,First Trust Exchange-Traded Fund II First Trust Dow Jones International Internet ETF,NASDAQ
FDOC,"Fuel Doctor Holdings, Inc. Common",U
FDP,Fresh Del Monte Produce Inc.,NYSE
FDRR,Fidelity Dividend ETF for Rising Rates,ARCA
FDRVF,First Derivatives PLC Ordinary Shares (United Kingdom),U
FDS,Factset Research Systems,NYSE
FDT,First Trust Developed Markets ex-US AlphaDEX Fund,NASDAQ
FDTC,FNDS3000 Corp. Common Stock,U
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDex Fund,NASDAQ
FDUS,Fidus Investment Corporation Common Stock,NASDAQ
FDUSG,Fidus Investment Corporation 5.375% Notes Due 2024,NASDAQ
FDUSZ,Fidus Investment Corporation 6% Notes due 2024,NASDAQ
FDVA,Freedom Bank of Virginia Common Stock,U
FDVRF,Facedrive Inc. Common Shares (Canada),U
FDVV,Fidelity High Dividend ETF,ARCA
FDVWF,Friedrich Vorwerk Group SE INH ON Ordinary Shares (Germany),U
FDVXF,FENIXORO GOLD CORP Common Shares,U
FDX,FedEx Corporation,NYSE
FDYTF,Faraday Technology Corp SHS (Taiwan),U
FE,FirstEnergy Corp.,NYSE
FEBZ,TrueShares Structured Outcome (February) ETF,BATS
FECCF,Frontera Energy Corp Ordinary Shares,U
FECHF,Fidelity China Special Situations PLC Ordinary Shares (United Kingdom),U
FECOF,FEC Resources Inc. Ordinary Shares (Canada),U
FEDC,Federal Casters Corp Unclassified,U
FEDOF,FEED ONE CO LTD Common Stock (Japan),U
FEDU,"Four Seasons Education (Cayman) Inc. American depositary shares, each two ADSs representing one ordi",NYSE
FEDX,Emles Federal Contractors ETF,BATS
FEERF,Freeport Res Inc (F) Ordinary Shares,U
FEEXF,"Ferrexpo plc, London Ordinary Shares (United Kingdom)",U
FEEXY,"Ferrexpo plc, London American Depositary Share (Unsponsored) (United Kingdom)",U
FEHTF,FAR EAST HOSPITALITY TR Stapled Security (Singapore),U
FEHZY,Far East Horizon Ltd Unsponsored ADR (Hong Kong),U
FEI,FIRST TRUST MLP AND ENERGY INCOME FUND,NYSE
FEIM,"Frequency Electronics, Inc. Common Stock",NASDAQ
FEIOF,Feintool International Holding Ag Lyss Reg Shares (Switzerland),U
FEKR,Fertil A Chron Inc Common Stock,U
FELE,"Franklin Electric Co., Inc. Common Stock",NASDAQ
FELTF,Fuji Electric Holdings Co Ltd Ordinary Shares (Japan),U
FELTY,Fuji Electric Holdings Co Ltd Unsponsored ADR (Japan),U
FEM,First Trust Emerging Markets AlphaDEX Fund,NASDAQ
FEMB,First Trust Exchange-Traded Fund III First Trust Emerging Markets Local Currency Bond ETF,NASDAQ
FEMFF,First Energy Metals Ltd Common Shares,U
FEMPF,Food Empire Holdings Ltd Ordinary Shares (Singapore),U
FEMS,First Trust Developed Markets Small Cap AlphaDex Fund,NASDAQ
FEN,First Trust Energy Income and Growth Fund,AMEX
FENC,Fennec Pharmaceuticals Inc. Common Stock,NASDAQ
FENG,PHOENIX NEW MEDIA LIMITED,NYSE
FENY,Fidelity MSCI Energy Index ETF,ARCA
FEO,First Trust/Aberdeen Emerging Opportunity Fund,NYSE
FEOVF,Oceanic Iron Ore Corp. Ordinary Shares (Canada),U
FEP,First Trust Europe AlphaDEX Fund,NASDAQ
FEPTY,Far East Pharmaceutical Technology Company Ltd Sponsored ADR (Cayman Islands),U
FEQT,First Equities Corp Common Stock,U
FERD,Ferd Corp. Common Stock,U
FERG,Ferguson plc,NYSE
FERL,"FEARLESS FILMS, INC. Common Stock",U
FERN,Fernhill Corp. Common Stock,U
FESNF,First Real Estate Investment Trust Units (Singapore),U
FESTF,Hybrid Kinetic Group Ltd Ordinary Shares (Bermuda),U
FET,"Forum Energy Technologies, Inc.",NYSE
FETLF,Far Eastone Telecommunications Co. Ltd. Sponsored Reg S GDR (Taiwan) New,U
FETM,Fentura Financial inc,U
FEUL,"Credit Suisse FI Enhanced Europe 50 Exchange Traded Notes due May 11, 2028 Linked to the STOXX Europ",ARCA
FEUZ,First Trust Exchange-Traded AlphDEX Fund II First Trust Eurozone AlphaDEX ETF,NASDAQ
FEVR,Inspire Faithward Large Cap Momentum ESG ETF,ARCA
FEWP,Far East Wind Power Corp.  Common Stock,U
FEX,First Trust Large Cap Core AlphaDEX Fund,NASDAQ
FEXXF,Fjordland Exploration Inc Ordinary Shares,U
FEYE,"FireEye, Inc. Common Stock",NASDAQ
FEZ,SPDR EURO STOXX 50 ETF,ARCA
FEZHF,"Far East Horizon Ltd, Hong Kong Ordinary Shares (Hong Kong)",U
FF,Future Fuel Corporation,NYSE
FFA,First Trust Enhanced Equity Income Fund.,NYSE
FFBC,First Financial Bancorp. Common Stock,NASDAQ
FFBW,"FFBW, Inc. Common Stock (MD)",NASDAQ
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,NYSE
FFCNF,Fast Finance24 Holdin Ag Common Shares (Germany Federal Republic),U
FFDF,FFD Financial Corporation Common Stock,U
FFDGF,1414 DEGREES LTD Ordinary Shares Australia(AU ),U
FFEB,FT Cboe Vest U.S. Equity Buffer ETF - February,BATS
FFGI,FIREBRAND FINL GROUP INC COM,U
FFHG,Formula Folios Hedged Growth ETF,BATS
FFHHF,FFI Hldgs PLC Ordinary Shares (United Kingdom),U
FFHL,"Fuwei Films (Holdings) Co., Ltd. Ordinary Shares",NASDAQ
FFHMY,First Financial Holding Co. Ltd. GDR Reg S (Taiwan),U
FFIC,Flushing Financial Corporation Common Stock,NASDAQ
FFIN,"First Financial Bankshares, Inc. Common Stock",NASDAQ
FFIU,UVA Unconstrained Medium-Term Fixed Income ETF,ARCA
FFIV,"F5 Networks, Inc. Common Stock",NASDAQ
FFLO,Free Flow Inc Common Stock,U
FFLWF,Fire & Flower Holdings Corporation (Canada),U
FFMGF,First Mining Gold Corp. Ordinary Shares,U
FFMH,First Fmrs & Merchants Corp Common Stock,U
FFMR,First Farmers Finl Corp Unclassified,U
FFNTF,4Front Ventures Corp Ordinary Shares,U
FFNW,"First Financial Northwest, Inc. Common Stock",NASDAQ
FFOXF,Firefox Gold Corp Ordinary Shares (Canada),U
FFPM,"FFP Marketing Company, Inc. Common Stock",U
FFR,First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund,ARCA
FFRIF,FAST FORWARD INNOVATIONS LTD SHS (Guernsey),U
FFRMF,Future Farm Technologies Inc Ordinary Shares,U
FFSG,FormulaFolios Smart Growth ETF,BATS
FFTG,FormulaFolios Tactical Growth ETF,BATS
FFTI,FormulaFolios Tactical Income ETF,BATS
FFTTF,Fatfish Group Ltd Ordinary Shares,U
FFTY,Innovator IBD 50 ETF,ARCA
FFVWF,4Front Ventures Corp WT Exp 11/23/2022 (Canada),U
FFWC,FFW Corporation Common Stock,U
FFWM,First Foundation Inc. Common Stock,NASDAQ
FFXDF,FAIRFAX INDIA HLDGS CORP Ordinary Shares Sub Voting (Canada),U
FFXXF,HELIOS FAIRFAX PARTNERS CORP Ordinary Shares,U
FFZY,Fansfrenzy Corporation Common Stock,U
FGB,First Trust Specialty Finance and Financial Opportunities Fund,NYSE
FGBDF,First Global Data Ltd. Common Stock (Canada),U
FGBI,"First Guaranty Bancshares, Inc. Common Stock",NASDAQ
FGBIP,"First Guaranty Bancshares, Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ
FGCN,Flagship Global Corporation Common Stock,U
FGCO,"Financial Gravity Companies, Inc. Common Stock",U
FGD,First Trust Dow Jones Global Select Dividend Index Fund,ARCA
FGEB,First General Bank Com,U
FGELF,Fujitsu General Ltd Ordinary Shares (Japan),U
FGEN,"FibroGen, Inc Common Stock",NASDAQ
FGETF,FLIGHT CENTRE TRAVEL GROUP LTD Ordinary Shares,U
FGF,"FG Financial Group, Inc. Common Stock",NASDAQ
FGFH,"Foresight Financial Group, Inc. Common Stock",U
FGFI,"First Greenwich Financial, Inc. Common Stock",U
FGFPP,"FG Financial Group, Inc. 8.00% Cumulative Preferred Stock",NASDAQ
FGFT,"FG Fitness & Media Group, Inc Common Stock",U
FGHQF,Frontage Hldgs Corp Common Shares (Cayman Islands),U
FGHRY,FLIGHT CENTRE TRAVEL GROUP LTD American Depositary Receipts - Unsponsored (Australia),U
FGLDF,Falcon Gold Corp Common Stock (Canada),U
FGLHF,FGL HOLDINGS WT EXP (Cayman Islands),U
FGM,First Trust Germany AlphaDex Fund,NASDAQ
FGNA,FG New America Acquisition Corp.,NYSE
FGNA U,"FG New America Acquisition Corp. Units, each consisting of one share of Class A common stock and one",NYSE
FGNA WS,"FG New America Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A c",NYSE
FGNV,Forge Innovation Dev Corp Common Stock,U
FGOVF,"Freegold Ventures, Ltd. Ordinary Shares (Canada)",U
FGPHF,First Graphene Ltd Ordinary Shares,U
FGPPF,Frontier IP Group Plc Common Shares (United Kingdom),U
FGPR,Ferrellgas Partners LP Unit New,U
FGPRB,FERRELLGAS PARTNERS L P UNIT LTD PARTNERSHIP INT CL B Unit,U
FGRBF,Sa Fromageries Bel La Vache Qui Rit  Ordinary Shares (France),U
FGRO,Fidelity Growth Opportunities ETF,BATS
FGROF,Firstgroup Plc Ordinary Shares,U
FGROY,Firstgroup Plc Unsponsored ADR (UK),U
FGRRF,Fingerprint Cards AB Ordinary Shares AK B (Sweden),U
FGSGF,"FLAT GLASS GROUP CO LTD, Flat Glass/Bearer/Shs H/06865 (China)",U
FGSSF,Fasadgruppen Group SB Ordinary Shares (Sweden),U
FGWLF,FLUGHAFEN WIEN AKTIENGESELLSCHAFT Ordinary Shares,U
FHAI,"Fountain Healthy Aging, Inc. Common Stock",U
FHB,"First Hawaiian, Inc. Common Stock",NASDAQ
FHBC,"Fernhill Beverage, Inc. Common Stock",U
FHBI,"First Home Bancorp, Inc Common Stock",U
FHGDF,Founder Holdings Ltd Ordinary Shares,U
FHI,"Federated Hermes, Inc.",NYSE
FHILF,Freehill Mining Ltd Ordinary Shares (Australia),U
FHLB,Friendly Hills Bank (CA) Common Stock,U
FHLC,Fidelity MSCI Health Care Index ETF,ARCA
FHLIF,F H L I Kyriakidis Marbles Granites SA Ordinary Shares (Registered with Vote),U
FHN,First Horizon Corporation,NYSE
FHN PRA,"First Horizon Corporation Depositary Shares each representing a 1/4,000th interest in a share of Non",NYSE
FHN PRB,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-",NYSE
FHN PRC,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-",NYSE
FHN PRD,"First Horizon Corporation Depositary Shares, each representing a 1/400th interest in a share of Non-",NYSE
FHN PRE,"First Horizon Corporation Depositary Shares, Each Representing a 1/ 4000th Interest in a Share of No",NYSE
FHN PRF,"First Horizon Corporation Depositary Shares, each representing 1/4000th Interest in a Share of Non-C",NYSE
FHRT,First Hartford Corp Unclassified,U
FHS,"First High-School Education Group Co., Ltd. American Depositary Shares (each representing three (3)",NYSE
FHTF,FHT FUTURE TECHNOLOGY LTD Common Stock,U
FHTX,Foghorn Therapeutics Inc. Common Stock,NASDAQ
FI,FRANK'S INTERNATIONAL N.V.,NYSE
FIBH,First Bancshares Inc Ohio,U
FIBK,"First Interstate BancSystem, Inc. Class A Common Stock",NASDAQ
FIBR,iShares U.S. Fixed Income Balanced Risk Factor ETF,BATS
FICO,Fair Isaac Corporation,NYSE
FICS,First Trust Exchange-Traded Fund VI First Trust International Developed Capital Strength ETF,NASDAQ
FID,First Trust Exchange-Traded Fund VI First Trust S&P International Dividend Aristocrats ETF,NASDAQ
FIDI,Fidelity International High Dividend ETF,ARCA
FIDS,"FNB, Inc. (Dennison, OH) Common Stock",U
FIDU,Fidelity MSCI Industrials Index ETF,ARCA
FIEB,First IC Corporation Common Stock,U
FIEC,Frontier National Corporation Common Stock,U
FIEE,FI Enhanced Europe 50 ETN,ARCA
FIEGF,FI Enhanced Global High Yield ETN Lkd due 10/11/2023 (MSCI World High Dvd Yield USD Gross Total Return Index) (Germany),U
FIEIF,OTSO GOLD CORP Ordinary Shares,U
FIF,FIRST TRUST ENERGY INFRASTRUCTURE FUND,NYSE
FIFG,"First Foods Group, Inc. Common Stock",U
FIGB,Fidelity Investment Grade Bond ETF,ARCA
FIGM,Future International Group Corp. Common Stock,U
FIGR,First Natl Bk Groton N Y Common Stock,U
FIGS,"FIGS, Inc.",NYSE
FIHD,UBS AG FI Enhanced Global High Yield ETN,ARCA
FIII,Forum Merger III Corporation Class A Common stock,NASDAQ
FIIIU,Forum Merger III Corporation Units,NASDAQ
FIIIW,Forum Merger III Corporation Warrant,NASDAQ
FIISO,"Financial Institutions Inc 8.48% Preferred Stock, Series B-1",U
FIISP,Financial Institutions Inc 3% Preferred Stock,U
FIKVF,FIJI KAVA LTD Common Stock,U
FILL,iShares MSCI Global Energy Producers ETF,ARCA
FIND,"FindEx.com, Inc. Common Stock",U
FINGF,Finning Intl Inc Ordinary Shares,U
FINM,Marlin Technology Corporation Class A Ordinary Share,NASDAQ
FINMF,Leonardo SPA Ordinary Shares,U
FINMU,Marlin Technology Corporation Unit,NASDAQ
FINMW,Marlin Technology Corporation Warrant,NASDAQ
FINMY,Leonardo S.P.A. American Depositary Receipts - Unsponsored,U
FINN,"First National of Nebraska, Inc. Common Stock",U
FINS,Angel Oak Financial Strategies Income Term Trust,NYSE
FINV,"FinVolution Group American depositary shares, each representing five Class A ordinary shares",NYSE
FINX,Global X Funds Global X FinTech ETF,NASDAQ
FIOGF,Fiore Gold Ltd Ordinary Shares (Canada),U
FIORF,Fiore Cannabais Ltd  Ordinary Shares,U
FIRRF,First Tractor Co Ltd Cny Ordinary Shares,U
FIRRY,First Tractor Co Ltd Cny Unsponsored ADR (China),U
FIRZF,AI / ML Innovations Inc. Ordinary Shares,U
FIS,"Fidelity National Information Services, Inc.",NYSE
FISB,1ST CAP BANCORP Common Stock,U
FISI,"Financial Institutions, Inc. Common Stock",NASDAQ
FISK,"Empire State Realty OP, L.P. Series 250",ARCA
FISOF,Fission 3.0 Corp Common Shares,U
FISR,SPDR SSGA Fixed Income Sector Rotation ETF,ARCA
FISV,"Fiserv, Inc. Common Stock",NASDAQ
FITB,Fifth Third Bancorp Common Stock,NASDAQ
FITBI,Fifth Third Bancorp Depositary Shares,NASDAQ
FITBO,"Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",NASDAQ
FITBP,"Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",NASDAQ
FITE,SPDR S&P Kensho Future Security ETF,ARCA
FITGF,Foxconn Interconnect Technology Ltd Ordinary Shares (Cayman Islands),U
FITX,"Creative Edge Nutrition, Inc. Common Stock",U
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest,NYSE
FIVA,Fidelity International Value Factor ETF,ARCA
FIVE,"Five Below, Inc. Common Stock",NASDAQ
FIVG,Defiance Next Gen Connectivity ETF,ARCA
FIVN,"Five9, Inc. Common Stock",NASDAQ
FIW,First Trust Water ETF,ARCA
FIX,"Comfort Systems USA, Inc.",NYSE
FIXD,First Trust Exchange-Traded Fund VIII First Trust TCW Opportunistic Fixed Income ETF,NASDAQ
FIXX,"Homology Medicines, Inc. Common Stock",NASDAQ
FIZN,First Citizens Bancshares Inc Common Stock,U
FIZZ,National Beverage Corp. Common Stock,NASDAQ
FJAN,FT Cboe Vest U.S. Equity Buffer ETF - January,BATS
FJHL,"Fovea Jewelry Holdings, Ltd. Common Stock",U
FJIOF,"Fujicco Co., Ltd. Ordinary Shares (Japan)",U
FJLLF,Fuji Oil Holdings Inc Common Stock,U
FJNK,Pacific Global Focused High Yield ETF,ARCA
FJP,First Trust Japan AlphaDEX Fund,NASDAQ
FJSGF,FUJII SANGYO CORP Shs (Japan),U
FJSIY,"Fuji Seal International, Inc. American Depositary Receipts - Unsponsored",U
FJTCF,FUJITEC CO LTD SHS (Japan),U
FJTCY,Fujitec Co Ltd  American Depositary Receipts - Unsponsored,U
FJTNF,Fuji Media Holdings Inc Ordinary Shares,U
FJTNY,"Fuji Media Holdings, Inc. ADR (Japan)",U
FJTSF,Fujitsu Ltd Ordinary Shares,U
FJTSY,Fujitsu Ltd ADR,U
FJUL,FT Cboe Vest U.S. Equity Buffer ETF - July,BATS
FJUN,FT Cboe Vest U.S. Equity Buffer ETF - June,BATS
FKCIF,Fukui Computer Holdings Inc Ordinary Shares (Japan),U
FKKEF,Charter Hall Ed Tr Unit,U
FKKFF,"Fukuoka Financial Group Inc, Fukuoka Common Shares (Japan)",U
FKKFY,"Fukuoka Financial Group Inc, Fukuoka Unsponsored ADR (Japan)",U
FKMCF,FOKUS MNG CORP Common Shares (Canada),U
FKRAF,Fiskars OY Ordinary Shares,U
FKSHF,Fukushima Galilei Co Ltd. Ordinary Shares (Japan),U
FKU,First Trust United Kingdom AlphaDex Fund,NASDAQ
FKWL,Franklin Wireless Corp. Common Stock,NASDAQ
FKYS,First Keystone Corp Common Stock,U
FL,"Foot Locker, Inc.",NYSE
FLAC,Frazier Lifesciences Acquisition Corporation Class A Ordinary Shares,NASDAQ
FLACU,Frazier Lifesciences Acquisition Corporation Unit,NASDAQ
FLACW,Frazier Lifesciences Acquisition Corporation Warrant,NASDAQ
FLAF,"Farm Lands of Africa, Inc. Common stock",U
FLAU,Franklin FTSE Australia ETF,ARCA
FLAX,Franklin FTSE Asia ex Japan ETF,ARCA
FLBL,Franklin Liberty Senior Loan ETF,BATS
FLBR,Franklin FTSE Brazil ETF,ARCA
FLBSF,IQ AI Ltd Ordinary Shares,U
FLC,Flaherty & Crumrine Total Return Fund Incorporated,NYSE
FLCA,Franklin FTSE Canada ETF,ARCA
FLCB,Franklin Liberty U.S. Core Bond ETF,ARCA
FLCH,Franklin FTSE China ETF,ARCA
FLCO,Franklin Liberty Investment Grade Corporate ETF,ARCA
FLCX,flooidCX Corp. Common Shares,U
FLDAY,Fluidra SA American Depositary Receipts - Unsponsored (Spain),U
FLDI,Folkup Dev Inc Common Stock,U
FLDM,Fluidigm Corporation Common Stock,NASDAQ
FLDPF,Frontline Gold Corp Common Shares (Canada),U
FLDR,Fidelity Low Duration Bond Factor ETF,BATS
FLDYY,Fields Corporation Unsponsored ADR (Japan),U
FLEE,Franklin FTSE Europe ETF,ARCA
FLEH,Franklin FTSE Europe Hedged ETF,ARCA
FLES,The 4 Less Group Inc. Common Stock,U
FLEW,Fleetwood Bk Corp Common Stock,U
FLEX,Flex Ltd. Ordinary Shares,NASDAQ
FLFF,"Flagstaff Holdings, Inc. Common",U
FLFG,"Federal Life Group, Inc. Common Stock",U
FLFR,Franklin FTSE France ETF,ARCA
FLGB,Franklin FTSE United Kingdom ETF,ARCA
FLGC,Flora Growth Corp. Common Stock,NASDAQ
FLGE,Credit Suisse FI Large Cap Growth Enhanced Exchange Traded Notes,ARCA
FLGMF,Flagship Communities Real Estate Investment Trust Unit (Canada),U
FLGR,Franklin FTSE Germany ETF,ARCA
FLGT,"Fulgent Genetics, Inc. Common Stock",NASDAQ
FLGV,Franklin Liberty U.S. Treasury Bond ETF,ARCA
FLGZY,Flughafen Zuerich AG Unsponsored ADR (Switzerland),U
FLHK,Franklin FTSE Hong Kong ETF,ARCA
FLHY,Franklin Liberty High Yield Corporate ETF,BATS
FLIA,Franklin Liberty International Aggregate Bond ETF,BATS
FLIC,First of Long Island Corporation (The) Common Stock,NASDAQ
FLIDF,FLSmidth & Co. A/S Shares -B- (Denmark),U
FLIDY,FLSmidth & Co A/S Sponsored ADR (Denmark),U
FLIN,Franklin FTSE India ETF,ARCA
FLIVF,F&C Investment Trust Plc Ordinary Shares,U
FLIY,Franklin FTSE Italy ETF,ARCA
FLJH,Franklin FTSE Japan Hedged ETF,ARCA
FLJP,Franklin FTSE Japan ETF,ARCA
FLKDF,FIH GROUP PLC Ordinary Shares,U
FLKI,Falken Industries Ltd Common Stock,U
FLKR,Franklin FTSE South Korea ETF,ARCA
FLL,"Full House Resorts, Inc. Common Stock",NASDAQ
FLLA,Franklin FTSE Latin America,ARCA
FLLHF,Fullshare Holdings Ltd Ordinary Shares (Cayman Islands),U
FLLIY,Folli Follie Group Unsponsored ADR (Greece),U
FLLV,Franklin Liberty U.S. Low Volatility ETF,ARCA
FLLWF,Fullwealth International Group Holdings Ltd Ordinary Shares (Cayman Islands),U
FLLZ,Fellazo Corp Common Stock,U
FLM,First Trust Global Engineering and Construction ETF,ARCA
FLMB,Franklin Liberty Federal Tax-Free Bond ETF,ARCA
FLME,Flame Acquisition Corp.,NYSE
FLME U,"Flame Acquisition Corp. Units, each consisting of one share of Class A Common Stock, and one-half of",NYSE
FLME WS,"Flame Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A Common Sto",NYSE
FLMI,Franklin Liberty Federal Intermediate Tax-Free Bond Opportunities ETF,ARCA
FLMMF,Filo Mining Corp Common Shares (Canada),U
FLMN,Falcon Minerals Corporation Class A Common Stock,NASDAQ
FLMNF,Fielmann Ag Ordinary Shares (Germany),U
FLMNW,Falcon Minerals Corporation Warrant,NASDAQ
FLMNY,Fielmann Ag American Depositary Shares (Germany),U
FLMP,Flame Seal Products Inc Common Stock,U
FLMTF,Full Metal Minerals Ltd Common Shares,U
FLMX,Franklin FTSE Mexico ETF,ARCA
FLN,First Trust Latin America AlphaDEX Fund,NASDAQ
FLNCF,Freelancer Ltd Ordinary Shares (Australia),U
FLNDF,"Flinders Mines, Ltd. Ordinary Shares (Australia)",U
FLNG,FLEX LNG Ltd. Ordinary Shares,NYSE
FLNT,"Fluent, Inc. Common Stock",NASDAQ
FLO,"Flowers Foods, Inc.",NYSE
FLOD,Flowery Gold Mines Co. of Nevada Common Stock,U
FLOL,Feliciana Bank & Trust Co.,U
FLONF,Flower One Holdings Inc Warrants Expiring 03/28/2022 (Canada),U
FLOOF,Flower One Holdings Inc Ordinary Shares (Canada),U
FLOT,iShares Floating Rate Bond ETF,BATS
FLOW,"SPX FLOW, Inc.",NYSE
